cn.fornever	tools	1.0-RELEASE		f801c0461aa4fca4997372b1eb8e2a2355cc9d9f
org.odpi.egeria	engine-host-services-client	4.0		5e3fbe9055cded9debbb80b0aea59e9ae4769423
org.odpi.egeria	engine-host-services-client	4.1		7f81f87d0cab603224fe643ed83a6dfdf8130051
org.odpi.egeria	engine-host-services-client	4.2		b7cf7e7427ddc4ed459bec6a5705aa29007f89fa
org.odpi.egeria	engine-host-services-client	4.3		f3ce973af9fc46df1dca5561cce377a139ffd24f
org.odpi.egeria	engine-host-services-client	5.0		d714a2b85cee8f0ab0e4dc394ebb54964bdaf52f
org.odpi.egeria	engine-host-services-client	5.1		72f839c6a4f7acfbafb2e736c59fc6e9d395f4e3
org.odpi.egeria	engine-host-services-client	5.2		51513758bb23239a129243753c1ad08e8d24341e
org.odpi.egeria	engine-host-services-client	5.2.1		27a43bea3368f658e4d9b59a1e357b4091cc5bb7
org.opendaylight.iotdm	onem2mbenchmark-api	0.0.1-Lithium		7660b9cec602b4e5f1692b7cf58873dfaa653c22
org.opendaylight.iotdm	onem2mbenchmark-api	0.0.2-Lithium-SR1		a7414c1623854b7d1b89d64590be2d73521e1953
org.opendaylight.iotdm	onem2mbenchmark-api	0.0.3-Lithium-SR2		9f117a1a5f546f65112bacaabee08d0122299cb0
org.opendaylight.iotdm	onem2mbenchmark-api	0.0.4-Lithium-SR3		cbdf354fdcc1bc6fcf1d2562fd453cc968f5fbfd
org.opendaylight.iotdm	onem2mbenchmark-api	0.0.5-Lithium-SR4		964b193d757413243ee2e88f05a49f7abbe470d6
org.opendaylight.iotdm	onem2mbenchmark-api	0.1.0-Beryllium		67eeea157e7ae0ec9b19245c9e37bac89b6fc731
org.opendaylight.iotdm	onem2mbenchmark-api	0.1.1-Beryllium-SR1		e260a4622468cba3ec47632f19cb7cf2d1241a38
org.opendaylight.iotdm	onem2mbenchmark-api	0.1.2-Beryllium-SR2		d978b74003754a670297b7e01cf36cdc97e25c44
org.opendaylight.iotdm	onem2mbenchmark-api	0.1.3-Beryllium-SR3		dc9772566ba354891a8b7882b039586e68e04c67
org.opendaylight.iotdm	onem2mbenchmark-api	0.1.4-Beryllium-SR4		c75ea096b7673281375514fc32eabb47cb535db8
org.opendaylight.iotdm	onem2mbenchmark-api	0.2.0-Boron		d4305316c5c19edd29d27e4c8af3b723dabe3088
org.opendaylight.iotdm	onem2mbenchmark-api	0.2.1-Boron-SR1		7a531e1ed083ec73f91dad65c9a49613955ee6d2
org.opendaylight.iotdm	onem2mbenchmark-api	0.2.2-Boron-SR2		c4985a128c45ba6b7419683f14e29dfa1fe5bbc3
org.opendaylight.iotdm	onem2mbenchmark-api	0.2.3-Boron-SR3		4f5b78cb05d0fe8293b552aec96e24ed3587943a
org.opendaylight.iotdm	onem2mbenchmark-api	0.2.4-Boron-SR4		68e9650dfb0b05040978d2284a2a0b60f8ce3ba0
org.opendaylight.iotdm	onem2mbenchmark-api	0.3.0-Carbon		47e0a4dc1ac8ac5ae2d0d34d975b2e8a1cc7b56d
org.opendaylight.iotdm	onem2mbenchmark-api	0.3.1-Carbon		3db49b9ce2a09a6c2f71c65978914aa98764298b
org.opendaylight.iotdm	onem2mbenchmark-api	0.3.2-Carbon		a917548024ea45c37574be4e1d2b7dde40cf799d
org.opendaylight.iotdm	onem2mbenchmark-api	0.3.3-Carbon		4859e0318617445a8f176a07185b8f67f3c80184
org.opendaylight.iotdm	onem2mbenchmark-api	0.3.4-Carbon		b17d29c4e25183ab6fd049a512c751759f63d98c
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.1.0		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.1.0-cxf-2.2		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.1.1		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.1.2		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.1.3		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.1.4		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.1.5		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.1.6		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.1.7		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.0		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.0-M1		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.0-M2		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.0-M2-SR1		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.0-M2-SR2		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.0-M3		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.0-M4		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.0-M5		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.0-RC1		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.1		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.2		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.3		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.2.4		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.3.0		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.3.0-M1		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.3.0-M2		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.3.0-M3		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.3.0-M4		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.3.0-M5		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.3.0-M6		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.3.0-M7		N/A
org.ow2.jonas	jonas-itests-applications-connection-leaks	5.3.0-RC1		N/A
org.ow2.jonas.cxf.transport.reliablejms	modules-api	0.1		8e29b84d17fc915ca3b88460143a120cce82466e
org.scala-js	scalajs-logging_sjs1.0-RC1_2.11	1.0.0-RC1		e3db6e31b83ff1ba0f2e9ef0a695d9da81f3f333
org.terracotta.management	management-entity-client	2.5.0		bc469ff4b7be4d39dc275f850eb0e7131d8f80e4
org.vivoweb	vitro-solr	1.10.0		N/A
org.vivoweb	vitro-solr	1.10.0-alpha1		N/A
org.vivoweb	vitro-solr	1.10.0-alpha2		N/A
org.vivoweb	vitro-solr	1.10.0-beta1		N/A
org.vivoweb	vitro-solr	1.10.0-beta2		N/A
org.vivoweb	vitro-solr	1.9.0		N/A
org.vivoweb	vitro-solr	1.9.0-alpha-1		N/A
org.vivoweb	vitro-solr	1.9.0-alpha-2		N/A
org.vivoweb	vitro-solr	1.9.0-rc1		N/A
org.vivoweb	vitro-solr	1.9.1		N/A
org.vivoweb	vitro-solr	1.9.2		N/A
org.vivoweb	vitro-solr	1.9.3		N/A
org.webjars.npm	cli	0.11.1		553de9a2332c48de4c1fffe3abf6341153ec98a7
org.webjars.npm	cli	0.11.3		3441aef0057f71aa09afdb3235935d594cd04f5b
org.webjars.npm	cli	0.6.6		5887a55d9c945da18cbad5cdcd38c7dadc5fc2a7
org.webjars.npm	cli	0.7.0		a537d9984ade7d44198267b96ed3ac56ca8e030d
org.webjars.npm	cli	0.7.1		a0b2e7da83f137ebff0b90eb119442a61f312abd
org.webjars.npm	cli	1.0.0		813afd961d14d16ad6c97ac874b2cf2c843b4874
org.webjars.npm	cli	1.0.1		953b0f76a3559848a143e7aad7f774db62901027
org.webjars.npm	git-parse	1.0.5		8efc14d327c0cad16b30542e1c783b270266c5ce
org.webjars.npm	realize-package-specifier	3.0.1		d005ef236018530c053ef162bf395c203d4eacea
org.webjars.npm	realize-package-specifier	3.0.3		e865120299708acec3b2d7c2825cef9616c19ebd
org.wildfly	wildfly-cmp	10.0.0.Alpha1		64324ead8f5a9c409f6abc8bb8b0671414a4eb02
org.wildfly	wildfly-cmp	10.0.0.Alpha2		092c3607365fc29105c43925ff666d5fb2df0f92
org.wildfly	wildfly-cmp	10.0.0.Alpha3		eae1301ec84beddd3db743e28cbe11dee385f458
org.wildfly	wildfly-cmp	10.0.0.Alpha4		d76dad9c1aafc52f680a0daf2dc0a58858e2e03c
org.wildfly	wildfly-cmp	10.0.0.Alpha5		74afb2f312826bdcedcf38cfd298f7328c47a8e5
org.wildfly	wildfly-cmp	10.0.0.Alpha6		fda38c2d7173a9fb6240d2c04cb427eab325075f
org.wildfly	wildfly-cmp	10.0.0.Beta1		b13e8472a5ffbd63638a5d6dbfe222087b866d8a
org.wildfly	wildfly-cmp	10.0.0.Beta2		f28bf9a41d7d97731bdbab2da16c259b4c784dbe
org.wildfly	wildfly-cmp	10.0.0.CR1		214ef492e988dd2ac0c049b8ae11a84f71421fe2
org.wildfly	wildfly-cmp	10.0.0.CR2		5d32a9c6f42876de6e872d3adade7ca1892a54a2
org.wildfly	wildfly-cmp	10.0.0.CR3		1ec96991ad051ce608899d2809a0550652da28ba
org.wildfly	wildfly-cmp	10.0.0.CR4		396563f57855dbc3b38d5427daf58e19fa667795
org.wildfly	wildfly-cmp	10.0.0.CR5		c0fe031ddebd8ae8779cf9ecb0ed222ddae58cc5
org.wildfly	wildfly-cmp	10.0.0.Final		268b123a0b2bdf75a000872344e0f0d1f2b0e9a2
org.wildfly	wildfly-cmp	10.1.0.CR1		e1a1ab2efb994872a426d3eb36a05fce4a70f6af
org.wildfly	wildfly-cmp	10.1.0.Final		b11ec0c3ac38602c2fd3a6bf35ddd8b05e5a8c80
org.wildfly	wildfly-cmp	11.0.0.Alpha1		7afd22b61e8502238fc320b267e71c5b08650798
org.wildfly	wildfly-cmp	11.0.0.Beta1		1e3fef8f0417e8d784736fd59d1cf14a1025fd8e
org.wildfly	wildfly-cmp	11.0.0.CR1		193e6033e989f519260565bafba4e036b8c6dc55
org.wildfly	wildfly-cmp	11.0.0.Final		41deaa399daa6dc6bfaae45b819eee80e5258876
org.wildfly	wildfly-cmp	12.0.0.Beta1		cdd43ee694f4d82ad3e9485fe4de2e4dea283648
org.wildfly	wildfly-cmp	12.0.0.CR1		342d8ef060e3865f9021bff8378718d3102f79fa
org.wildfly	wildfly-cmp	12.0.0.Final		89c8a26c2483e1068f7b38e64346fd0f837b7a61
org.wildfly	wildfly-cmp	13.0.0.Beta1		154df670a7099d14b478a4b29907e1d7c312f5f6
org.wildfly	wildfly-cmp	13.0.0.Final		d68703272af65273e03d44aa4a2ffa140d637a5b
org.wildfly	wildfly-cmp	14.0.0.Beta1		65766c7c0dbca39fb441984b53a651bcf7ec30c2
org.wildfly	wildfly-cmp	14.0.0.Beta2		4cce679e23bef8bc0835137788a73f49bd12f950
org.wildfly	wildfly-cmp	14.0.0.Final		41effd0f06b17f6d20af5f256beb2053f7dfdf55
org.wildfly	wildfly-cmp	14.0.1.Final		10c26f9efdfe7daf04329113396c00b814e16075
org.wildfly	wildfly-cmp	15.0.0.Beta1		23056041cfa86265d5eac6b0bcb0e1640a144e8b
org.wildfly	wildfly-cmp	15.0.0.Final		6508df07aea173800aa3892d2caf5b57f1ec8a7e
org.wildfly	wildfly-cmp	15.0.1.Final		bc048ef19dd0af28f7c861447124799a40d14391
org.wildfly	wildfly-cmp	16.0.0.Beta1		516df8c49f895e0779e6112d6fa6261671f58bfe
org.wildfly	wildfly-cmp	16.0.0.Final		e0ff4e977702a014938a0d4a64b29bc37c59d1f2
org.wildfly	wildfly-cmp	17.0.0.Alpha1		24a770a3bef5d7a64db09a4a7a95f03b933f4447
org.wildfly	wildfly-cmp	17.0.0.Beta1		89aad224937d5f834cb5ea47942ee2c9c0fa4666
org.wildfly	wildfly-cmp	17.0.0.Final		8f148058cacfbc3fb1d2592652d6058f512a1673
org.wildfly	wildfly-cmp	17.0.1.Final		b70bd4ae7a92d31fe2fc73b90cbbb1f5128a03cb
org.wildfly	wildfly-cmp	18.0.0.Beta1		d56b1c3a7cff78340dbf801d5357561e53cdaa43
org.wildfly	wildfly-cmp	18.0.0.Final		cd486bdb2170b81f0f5de81b1558f6e33702225e
org.wildfly	wildfly-cmp	18.0.1.Final		3f1a4a45db87a5c5d5432c2ba890b75d543129c4
org.wildfly	wildfly-cmp	19.0.0.Beta1		69b55c458bf0e036dd5502e3872276155e10759d
org.wildfly	wildfly-cmp	19.0.0.Beta2		22251a3914ed03b365825104915dd2ef91223aba
org.wildfly	wildfly-cmp	19.0.0.Beta3		585499450e0427417b7ff341f327a231f37412a7
org.wildfly	wildfly-cmp	19.0.0.Final		0a26610ff660f0aaf25240abcfc2f4199d48a754
org.wildfly	wildfly-cmp	19.1.0.Final		70e4913159154d818708c1ddbd9676aa561aa034
org.wildfly	wildfly-cmp	20.0.0.Beta1		5c3a5152a027e99985d540e9e7af788114170b81
org.wildfly	wildfly-cmp	20.0.0.Final		009d3dbbabfb2ac66e8b132a0cba2c7b8fd751bd
org.wildfly	wildfly-cmp	20.0.1.Final		0b409ffd7dff3028a01ddd249c2c048bddf48799
org.wildfly	wildfly-cmp	21.0.0.Beta1		ab5062a0653c9a88e21f7c21337a88e67dfb9a77
org.wildfly	wildfly-cmp	21.0.0.Final		82e555185fdee73bcf1f016f09339357a8f55b54
org.wildfly	wildfly-cmp	21.0.1.Final		6ac2904f62d0f1a770452482d20b6b119039f16f
org.wildfly	wildfly-cmp	21.0.2.Final		5326c5bffd95ec0c81e461184cf1ac35c2d6b78a
org.wildfly	wildfly-cmp	22.0.0.Alpha1		343b2c8072c0440e09fc4037ea98c663a3e328a8
org.wildfly	wildfly-cmp	22.0.0.Beta1		45713c17e739525f52c07cc27c08c215759f3af8
org.wildfly	wildfly-cmp	22.0.0.Final		4e6d47dad57a9f98fff207b0bf885a48c475e33f
org.wildfly	wildfly-cmp	22.0.1.Final		457cf80210b1bcc6e96473b93851649fb57a97c4
org.wildfly	wildfly-cmp	23.0.0.Beta1		2b1a1e8dd72881eeed542221a23e5609ac8fa7e4
org.wildfly	wildfly-cmp	23.0.0.Final		ff19b966746129912ffd4834b3eedf1a6635d73a
org.wildfly	wildfly-cmp	23.0.1.Final		2f2f29e39e0345ecbfa3f42f30045d19fee21e8e
org.wildfly	wildfly-cmp	23.0.2.Final		9dd57b9e04a86646cc6e47e6ff84ccd9be7cd31d
org.wildfly	wildfly-cmp	24.0.0.Beta1		0e79b025481d92d56d6420c46bf8e895a583efa5
org.wildfly	wildfly-cmp	24.0.0.Final		21e0cfe6a796c68a021ef81ddd075090cf0e63a4
org.wildfly	wildfly-cmp	24.0.1.Final		2e1f854d914d0a204423394c7e5bd641407da4b0
org.wildfly	wildfly-cmp	25.0.0.Beta1		8b9bf61288ee00db43689367cb71aa8a43c6ac55
org.wildfly	wildfly-cmp	25.0.0.Final		67d355636a31c7c90937ce29f705213e7668f601
org.wildfly	wildfly-cmp	25.0.1.Final		8c2951e14f00e03e66d6b23b9bc7cb8623c94b07
org.wildfly	wildfly-cmp	8.0.0.Alpha1		7ce6b0640e1f8db9b4b6329636e2a44e0fa3d99f
org.wildfly	wildfly-cmp	8.0.0.Alpha2		6d15b513e8857f06f6398faf95f52ebca27b0e6a
org.wildfly	wildfly-cmp	8.0.0.Alpha3		0101eb62bd4add5ba843c5e3707434e69466ab37
org.wildfly	wildfly-cmp	8.0.0.Alpha4		eaae1d2d263f072e15035fa955fed6fccf920dab
org.wildfly	wildfly-cmp	8.0.0.Beta1		dc30f0e4754a5044592a1ca46e6d9fe41598da94
org.wildfly	wildfly-cmp	8.0.0.CR1		31e87b826eee0ed190cecad45aea08c288c08172
org.wildfly	wildfly-cmp	8.0.0.Final		4ae0f34ab777e7160f1ec69e1025e32325763a7c
org.wildfly	wildfly-cmp	8.1.0.CR1		cd159c3b521538eb01514bb23284fbf94058c447
org.wildfly	wildfly-cmp	8.1.0.CR2		2b09199122f50e3afcade58fd4ea772f43741acc
org.wildfly	wildfly-cmp	8.1.0.Final		eeefb0f9ebb2d0a037246ad2fa2b4d67228a5312
org.wildfly	wildfly-cmp	8.2.0.Final		e992a4413ee1a6279d39a88fce16d8de86842916
org.wildfly	wildfly-cmp	8.2.1.Final		b15ab70a5cdcb99bb06e0c758e54943ba97aa890
org.wildfly	wildfly-cmp	9.0.0.Alpha1		39f8890e47477c6bbd4abc5f7988b740d556742d
org.wildfly	wildfly-cmp	9.0.0.Beta1		1a9030fdccb95af91d3d2250971629a990c14429
org.wildfly	wildfly-cmp	9.0.0.Beta2		58afe2bd598c7932115fe5fdf6a02203f216b4ec
org.wildfly	wildfly-cmp	9.0.0.CR1		d90bcb236c0b9d7221c8cbedec8514eda8fde5a7
org.wildfly	wildfly-cmp	9.0.0.CR2		1edbc836ef3186587195baacbcb8423afc429b94
org.wildfly	wildfly-cmp	9.0.0.Final		c2dc487863f7016d5a1a6145067fb4dfc1ea2f04
org.wildfly	wildfly-cmp	9.0.1.Final		d220c11d0050bff7966f7446e9622824f2c6789c
org.wildfly	wildfly-cmp	9.0.2.Final		123729434b2fe70350ebbaacc9bdaaa01b895141
org.wso2.orbit.org.apache.tiles	tiles-jsp	3.0.7.wso2v1		afe8ceb76d5882de6aec51a632c3edd8f636b813
ru.sberdevices.smartapp.sdk	mic_camera_state	1.0-alpha		N/A
ru.sberdevices.smartapp.sdk	mic_camera_state	1.0-alpha-2		N/A
se.europeanspallationsource	xaos.app	0.3.0		a54458cf51038b77a828a53f79259d8fb99fef16
se.europeanspallationsource	xaos.app	0.4.0		a01a452235053c11846b9a5f1f82ab1d446e7543
se.europeanspallationsource	xaos.app	0.4.1		c19e9a4e0dcabf88f7294b5d5ffecd5b163d0b59
se.europeanspallationsource	xaos.app	0.4.2		2a0933dcdd1bb7d893e4c959eab97152cb5ea32c
se.europeanspallationsource	xaos.app	0.4.3		25e2dba274c67e1adae67dd995c3bcf47bbaada9
site.sorghum.anno	anno-admin-amis	0.0.1.M1		d801a363d667c1edc24670761207fdd7a5f80ec7
site.sorghum.anno	anno-admin-amis	1.0.0		a1181547ee98a1e0830a5f0bfd40132f50f22102
site.sorghum.anno	anno-admin-amis	1.0.1.M1		70ab571832e4492e8e68f894139dff0dfb88d46e
tech.corefinance	common-kafka	0.0.16		d9e93999135029cc4819178dd63c0139927664f4
tech.corefinance	common-kafka	0.0.18		1ed03df5d6ed64b739a816327899a290bd8fab9a
tech.corefinance	common-kafka	0.0.19		fee0882531902b344165b546da283c8e27ef71e6
tech.corefinance	common-kafka	0.0.21		ddef493f1912a42d4bef52f9a5620c8843ce6195
top.jfunc.dfs	fastdfs-client	1.0		2d0595fdd8fcf17604390a1bc728e2d9ed29c598
top.jfunc.dfs	fastdfs-client	1.1		eb7e8e1c150ca26e0f9b36a71dcf0d967ba42a32
top.jfunc.dfs	fastdfs-client	1.1.1		9ad09d9b878327770a925ee7697b53787fbae0b9
us.ihmc	ihmc-high-level-behaviors-mission-control	0.14.0-230207		7fc25fcfa9f3456762288f8a09d7d0483378b709
us.ihmc	ihmc-high-level-behaviors-mission-control	0.14.0-230314		10594ef88ffaa5264f71cdfaaf6dde1e5daaeaa4
us.ihmc	ihmc-high-level-behaviors-mission-control	0.14.0-230315		b594c4f332965340ba53d8a835fe53093bd68ec2
us.ihmc	ihmc-high-level-behaviors-mission-control	0.14.0-231109		26b906aa8f7381ffb91886a1393e7ff6b852cc53
us.ihmc	ihmc-high-level-behaviors-mission-control	0.14.0-231219		e04fdb7f032bc362b5d876fc6e5ce66039747cfc
us.ihmc	ihmc-high-level-behaviors-mission-control	0.14.0-240126		6e80ea8330af3da99701f5a26e983f441712a89a
us.ihmc	ihmc-high-level-behaviors-mission-control	0.14.0-241016		f86610c097313b89fc2d6fb156ac18e06bcff330
wutka	jox	1.16		590b2d6b069b663b4e3863c519faaee59576ad6d
xyz.truenight.latte	latte	1.0		ebc569ce5136aba21a10429f7f200062aafa8aef
xyz.truenight.latte	latte	1.0.1		aa9eee99dd46a25e4dd2ceb9119cd32465606d06
xyz.truenight.latte	latte	1.0.2		485ae7bf0e88ce4b0263ec88631548ff34014429
xyz.truenight.latte	latte	1.0.3		d432396dae93dc644ad99e2343f01ac34d8ff044
