activesoap	retroweaver	1.1	-	8de137dad861a59f75a1e7289553e0dc090b18dc
net.liftweb	lift-testkit_2.11	2.6-M4	-	35863d1f042b2d94db8dccee0df8975c872c4963
net.liftweb	lift-testkit_2.11	2.6-RC1	-	1813e9665343c4b60e1a0d66ccd44d0792222e89
net.liftweb	lift-testkit_2.11	2.6-RC2	-	20eaaea3884684447687a87e05e94c44b9bdf14f
net.liftweb	lift-testkit_2.11	2.6.1	-	2d910427ab7c671aa30a9a80ad9682a63b20088b
net.liftweb	lift-testkit_2.11	2.6.2	-	853c028e0996e946a8422104a4676009c0b433ef
net.liftweb	lift-testkit_2.11	2.6.3	-	59694eef74c2f34867a8bd0fab8b0ea2f743e595
net.liftweb	lift-testkit_2.11	3.0	-	501f9977e6e54ccf8e73786a2985d5bbe7f78f6d
net.liftweb	lift-testkit_2.11	3.0-M2	-	210e30175e92e43f407eabf5755d6690b818c828
net.liftweb	lift-testkit_2.11	3.0-M3	-	a6d5c5334587f0258041cd5e7ae894695cc8fc4d
net.liftweb	lift-testkit_2.11	3.0-M4	-	9b4e900d018138ad60439dadd468aea5152c8eee
net.liftweb	lift-testkit_2.11	3.0-M4-1	-	b3185879521f6a35ceba5ea7baa6d00dfc0237e4
net.liftweb	lift-testkit_2.11	3.0-M5	-	368f9e63498e718cb0383dcd871e576f5fd2c03e
net.liftweb	lift-testkit_2.11	3.0-M5-1	-	984ef8bd27865b137002db25ea7bec97a3dc9678
net.liftweb	lift-testkit_2.11	3.0-M6	-	81b031875efaf93e46cfb7b25f24c79a31245dad
net.liftweb	lift-testkit_2.11	3.0-M7	-	ae9e5d3ef8455fc13e4bc0d7a36c18e17ec6d2ec
net.liftweb	lift-testkit_2.11	3.0-M8	-	863a359a0ff9987a169ae0e1c4da849d964174d7
net.liftweb	lift-testkit_2.11	3.0-RC1	-	560a4ba6d54358b45d2642494c6d8f21cea0a27a
net.liftweb	lift-testkit_2.11	3.0-RC2	-	ec96c96470916c062b8d78a12d1873feaa8db07c
net.liftweb	lift-testkit_2.11	3.0-RC3	-	98b5c4849be3a2b41a94300967aad4c5f334c5b1
net.liftweb	lift-testkit_2.11	3.0-RC4	-	4e9e9a83b6e1faafdde5f21514e9a9ee024dec50
net.liftweb	lift-testkit_2.11	3.0.1	-	1060835f206659711271967c11fc30fcf1e7d00f
net.liftweb	lift-testkit_2.11	3.0.2	-	aeac9522a5f90bbdd324daac2bb84536f0ff44f2
net.liftweb	lift-testkit_2.11	3.1.0	-	c8d8d31d8475f8f2229ea86b8109641e957f7359
net.liftweb	lift-testkit_2.11	3.1.0-M1	-	1e46b4d6997331bc322d3aa7e52e15a88b29e3bd
net.liftweb	lift-testkit_2.11	3.1.0-M2	-	19a1e29f57438a4452ed2bb01276e95d464406ef
net.liftweb	lift-testkit_2.11	3.1.0-M3	-	59ba4228d945a3b0d0df6eb06f4efd44f06f3899
net.liftweb	lift-testkit_2.11	3.1.0-RC1	-	0f4dcf40a102b2bfa242511db25b435e4a7d5200
net.liftweb	lift-testkit_2.11	3.1.1	-	5eadcc61a2dc7d70d400ae5437ef6ab5e8599cf0
net.liftweb	lift-testkit_2.11	3.2.0	-	9c2314ca3dba264b10c6a5b6921a338911b6efdb
net.liftweb	lift-testkit_2.11	3.2.0-M1	-	9ac1de86c5fc638545601c77a2502f31c0bdb799
net.liftweb	lift-testkit_2.11	3.2.0-M2	-	a0b20c5373eb1538f3bd9298e67e626c1854778a
net.liftweb	lift-testkit_2.11	3.2.0-M3	-	759a7884e5c6ec32260ae40a7a22f19570ad2960
net.liftweb	lift-testkit_2.11	3.2.0-RC1	-	4a65ddcfe69797df6e2ac22565ba62c70b560ad7
net.liftweb	lift-testkit_2.11	3.3.0	-	fc46a2f40630d732db470b64d9959749cc81b8ca
net.liftweb	lift-testkit_2.11	3.3.0-M1	-	4445a72a3d39b98b1eef2cdac20ce7513c8dc16a
net.liftweb	lift-testkit_2.11	3.3.0-M2	-	6bf8b953e11ec0deb450c760989a0648beebbe49
net.liftweb	lift-testkit_2.11	3.3.0-M3	-	ebb3d470aff9753de63c8efb4872be6aa28f84f0
net.liftweb	lift-testkit_2.11	3.3.0-RC1	-	db36628e182b64013523e0ae1ba97d6ff90bd26f
net.liftweb	lift-testkit_2.11	3.4.0	-	f3d382223b9abf58e2ffa7dddf1d0562951c3911
net.liftweb	lift-testkit_2.11	3.4.1	-	219903871433d2c5d037dfe34c56737b3de6f4f5
net.liftweb	lift-testkit_2.11	3.4.2	-	29a7fb3613c41059f4b155005d6168e37edee83a
net.liftweb	lift-testkit_2.11	3.4.3	-	e4de02a5de445494848787a58bad2bf1cb1df3fa
net.liftweb	lift-testkit_2.11	3.5.0	-	943bf1cb4801f9d4ea28acee664c7db568e52bdf
net.liftweb	lift-testkit_2.11	3.5.0-RC1	-	30b93c7173180bf6ac3fe17f9ac8ff46a911d452
net.sc8s	lagom-api-circe_2.13	0.10.0	-	470f038a0aa04c4728587554afe657b22fa9ab62
net.sc8s	lagom-api-circe_2.13	0.10.1	-	c8baf7fb7d240a306cb3a5b347060c2d9aa0ccb2
net.sc8s	lagom-api-circe_2.13	0.100.0	-	d4b44f28d967fa8852c8a519e9114cd0eb89470a
net.sc8s	lagom-api-circe_2.13	0.101.0	-	2c3698f111a83f8c1eacf34abfc32c33e74d5f90
net.sc8s	lagom-api-circe_2.13	0.11.0	-	b1e2da7afd162f517899a98392dacac0fd06e7c3
net.sc8s	lagom-api-circe_2.13	0.12.0	-	2beb303120f632551f39ce6b209a006a398db9c9
net.sc8s	lagom-api-circe_2.13	0.14.0	-	22a66e69f691d1fee5a978b705791ab7fad3251c
net.sc8s	lagom-api-circe_2.13	0.15.0	-	b8b4763483d87624d276ecba014c8a55e2505812
net.sc8s	lagom-api-circe_2.13	0.16.0	-	21a28d8ffe1a4ab69c10a63e0631f04614365fcb
net.sc8s	lagom-api-circe_2.13	0.16.1	-	f5db5519601e7f4cac0cdf9aecaa6dc71bab68f3
net.sc8s	lagom-api-circe_2.13	0.16.2	-	41b73e7456b7b638f870b21c3f5d923863558bdd
net.sc8s	lagom-api-circe_2.13	0.17.0	-	0b280451e26fb5f686c06d830525ad1c965b982f
net.sc8s	lagom-api-circe_2.13	0.17.1	-	8a21b30a35edc467141a666151095969cdbd8005
net.sc8s	lagom-api-circe_2.13	0.18.0	-	29581ee5c372b8122f4c789e81d17a3f075f8f46
net.sc8s	lagom-api-circe_2.13	0.19.0	-	e086e0e8403a62de7edc087993a7f2e1a128f521
net.sc8s	lagom-api-circe_2.13	0.20.0	-	df7ae93d650183d06e574f5eef430474555313ab
net.sc8s	lagom-api-circe_2.13	0.21.0	-	8b9f8cb190a66b81025c30cf66f6a861539272bc
net.sc8s	lagom-api-circe_2.13	0.22.0	-	238a21be7043912febfd4cca5ca1b770921947b5
net.sc8s	lagom-api-circe_2.13	0.23.0	-	a8e5afbc2545e81be94548ea83eec87ef71f8681
net.sc8s	lagom-api-circe_2.13	0.24.0	-	d47266481bca373a37b750eb8fae9a9f447f0956
net.sc8s	lagom-api-circe_2.13	0.25.0	-	17398c178e8971931e3d0d8577a8547dd5ceac1b
net.sc8s	lagom-api-circe_2.13	0.26.0	-	07cfc0facca113239633d763b7de8106cc8dcac6
net.sc8s	lagom-api-circe_2.13	0.27.0	-	8802cb731c5732a15fcf44629c9c52bc1d03060c
net.sc8s	lagom-api-circe_2.13	0.28.0	-	4999377f2e85a3b4a03d5c4d48acbcf1a0d16852
net.sc8s	lagom-api-circe_2.13	0.29.0	-	6e2d903fabff08fbb18bdfa4b131728ed35f9f00
net.sc8s	lagom-api-circe_2.13	0.30.0	-	735c159046869b6490dd9fae7a94456fd4f55198
net.sc8s	lagom-api-circe_2.13	0.31.0	-	b27afb42f7f21c48528a6d581f2d80c88adb4c4b
net.sc8s	lagom-api-circe_2.13	0.32.0	-	352a8020889f44603e123baa29fe790aa7c9e958
net.sc8s	lagom-api-circe_2.13	0.33.0	-	9154d3d6648c9f4e9f1ba84d8a3814f37617a77a
net.sc8s	lagom-api-circe_2.13	0.34.0	-	e348f0d39a098b2e143e6c6129a3537322ae513c
net.sc8s	lagom-api-circe_2.13	0.34.1	-	31d48cf975c338019c3080665a6e7a19afb5b751
net.sc8s	lagom-api-circe_2.13	0.35.0	-	a6e4b1592cb70d000b97980eb6a95b0787086097
net.sc8s	lagom-api-circe_2.13	0.35.1	-	2e3205828539c465203653c1280b3d972ecca1b8
net.sc8s	lagom-api-circe_2.13	0.36.0	-	d228e4bba8ab8f460ec4d53cc3b398cffe1f4972
net.sc8s	lagom-api-circe_2.13	0.37.0	-	fb76f5316d1a8513b035d29e39ab6ff53202e285
net.sc8s	lagom-api-circe_2.13	0.38.0	-	8f0e1478780c36d446ca6fe547b9bb1f921d3df3
net.sc8s	lagom-api-circe_2.13	0.39.0	-	c0cb00eb3d1a5242e2c3fe92a8975c96def147b9
net.sc8s	lagom-api-circe_2.13	0.40.0	-	866c64aeb4ca2221e674301316c2fbd4b6df7e5b
net.sc8s	lagom-api-circe_2.13	0.41.0	-	fbc09ac8129bb8dbf16ab403414d9f392b9887ae
net.sc8s	lagom-api-circe_2.13	0.42.0	-	62fd4a35d8da5d1b624fd521cc30a97f17aee8cc
net.sc8s	lagom-api-circe_2.13	0.43.0	-	a02a3daa3581917deca562cd96f92c7fc35d238f
net.sc8s	lagom-api-circe_2.13	0.44.0	-	9295574fcc8309fc3829c330877f9019e3a29d2e
net.sc8s	lagom-api-circe_2.13	0.45.0	-	3a98f7625c2ddbb4d0fa32e0b1032f6228d91c8d
net.sc8s	lagom-api-circe_2.13	0.46.0	-	b7d995a43045e8e51e2bc8810adbf53d44bde5f7
net.sc8s	lagom-api-circe_2.13	0.47.0	-	ddee6dce98056953011e516095cf2be535079b87
net.sc8s	lagom-api-circe_2.13	0.47.1	-	a23c2d24f2bc5641d7de7cfe025032fcaa35b8a7
net.sc8s	lagom-api-circe_2.13	0.48.0	-	2cf853b97f69c6e13a6eeb24f7eb005e7134669d
net.sc8s	lagom-api-circe_2.13	0.49.0	-	bcceb5430d7ebb2582cbe3647ed2a852e9b615c8
net.sc8s	lagom-api-circe_2.13	0.50.0	-	b29fe12a0a94974787ac4425df11880c2c9d08df
net.sc8s	lagom-api-circe_2.13	0.51.0	-	690fa843cc6bfee7a31888b95b040d7871767b98
net.sc8s	lagom-api-circe_2.13	0.52.0	-	9e6931394c1c744c04e9031da90156dea8978163
net.sc8s	lagom-api-circe_2.13	0.53.0	-	82efd4ed7abbf8a1b9f9e8cca7d178a0b7a43288
net.sc8s	lagom-api-circe_2.13	0.53.1	-	2ce62ccaa6792cb01374f0391ee8c7ab40efcb56
net.sc8s	lagom-api-circe_2.13	0.54.0	-	7558426af9214a1a620c9886fe659a1784eeeee9
net.sc8s	lagom-api-circe_2.13	0.55.0	-	41f51b7c9fd0914ece070ec31fa2db33759ef94d
net.sc8s	lagom-api-circe_2.13	0.56.0	-	6a9d5162959442ea3c6e3526768b8842c9ac3c19
net.sc8s	lagom-api-circe_2.13	0.57.0	-	ef368838f154cce8256e7353b079a79ee5450630
net.sc8s	lagom-api-circe_2.13	0.57.1	-	8fabd17001ed687fc4a0bbb1f09f2f9401187476
net.sc8s	lagom-api-circe_2.13	0.58.0	-	77fbac4d0597f41b933b7c98c99f5c6990cbf553
net.sc8s	lagom-api-circe_2.13	0.58.1	-	f7133a6ae55773cb5950b76b82ae8d3eb2251af2
net.sc8s	lagom-api-circe_2.13	0.59.4	-	3b7411256eeccb564c6bbb9e5aec890e21fe4022
net.sc8s	lagom-api-circe_2.13	0.60.0	-	aa4cd495db208e665d23500d4e17df430572de0e
net.sc8s	lagom-api-circe_2.13	0.61.0	-	76f540d5251dc64093e6e54fd447469249340d9b
net.sc8s	lagom-api-circe_2.13	0.62.0	-	cffc28657078ffc93e1ce4be52223c54f1a09c13
net.sc8s	lagom-api-circe_2.13	0.63.0	-	feba0d32bfbe04a4868db81369dff8c2eabab2d2
net.sc8s	lagom-api-circe_2.13	0.64.0	-	bf11a1eece74f574947d0bb4738c9ff467656f77
net.sc8s	lagom-api-circe_2.13	0.65.0	-	6ca6433121def5cacebf317a70648bb4d6c2b9bd
net.sc8s	lagom-api-circe_2.13	0.66.0	-	9720f163460f0c1acaa7ee80fc5e894aa130f94d
net.sc8s	lagom-api-circe_2.13	0.67.0	-	8df9e34d9e8f67cab11a70e1833b26081658c5a5
net.sc8s	lagom-api-circe_2.13	0.68.0	-	9f0fdf9c49706fda26bc543f516e50e40de5d21d
net.sc8s	lagom-api-circe_2.13	0.68.1	-	e55594ecc1512b07bcb9657460d749cafe7f5f46
net.sc8s	lagom-api-circe_2.13	0.69.0	-	1798789c176b6f6d37d2a46f5284665ad35fba81
net.sc8s	lagom-api-circe_2.13	0.70.0	-	2b530e342e36a75ae1bf19dd9d0b05d3849a4cca
net.sc8s	lagom-api-circe_2.13	0.71.0	-	90f118c79738c186d762a00b29b137636fb59ebe
net.sc8s	lagom-api-circe_2.13	0.72.0	-	f1e322311e97a9ba2367f73297106304d7dda9e0
net.sc8s	lagom-api-circe_2.13	0.72.1	-	a809defc4feca725b71501cde1e940dd66754bb2
net.sc8s	lagom-api-circe_2.13	0.73.0	-	88be48a51eaca9e10bcf72123ceb6fb783be4221
net.sc8s	lagom-api-circe_2.13	0.74.0	-	1140a0ff65496ff23b08960eeb487282c02d2272
net.sc8s	lagom-api-circe_2.13	0.74.2	-	2ea2d32d51bf6b01e8c78ad3d27ed75b15a16c7e
net.sc8s	lagom-api-circe_2.13	0.75.0	-	cc48ebdd8bcb15e34741a89ce9fe8493f83a7cbe
net.sc8s	lagom-api-circe_2.13	0.76.0	-	3997e56319ca96452ac4e4ed818c8e71a7255854
net.sc8s	lagom-api-circe_2.13	0.77.0	-	f609c021d4e97fd535103c1a36cc1e87f4d360bc
net.sc8s	lagom-api-circe_2.13	0.78.0	-	cd66986da07c7df8db5fe1a0fc471f2062d0bca8
net.sc8s	lagom-api-circe_2.13	0.78.1	-	8aca7852115d6a2fdefe47e5a55745c483354098
net.sc8s	lagom-api-circe_2.13	0.79.0	-	c12531e2f02c973b4f671305a90ae32bb262958a
net.sc8s	lagom-api-circe_2.13	0.8.1	-	f6d08a5652ce87b76b3ceffa6b1f8185b4105d79
net.sc8s	lagom-api-circe_2.13	0.8.2	-	6d88a4562ea3f9f61172b41fdec752be8ea57a90
net.sc8s	lagom-api-circe_2.13	0.80.0	-	fc20585b72615de6de2149dcbbe394f55c84a2c4
net.sc8s	lagom-api-circe_2.13	0.81.0	-	1df3fa76c5dabd0289d840ddd45df2af9cdd544d
net.sc8s	lagom-api-circe_2.13	0.82.0	-	c52393d06074ab1e649da00d3e081acb711f795a
net.sc8s	lagom-api-circe_2.13	0.83.0	-	60105fbf05ac7473c9505a4dba688c45eeaf6991
net.sc8s	lagom-api-circe_2.13	0.84.0	-	383566bff1bbc08048a10d74387158e3ea38cc11
net.sc8s	lagom-api-circe_2.13	0.85.0	-	b88b25e4814363ffb415dc1e2ca0423a5100d3fb
net.sc8s	lagom-api-circe_2.13	0.86.0	-	29bd77a8019d5b2f6cc0e25ab8dd822fd2f3a5b4
net.sc8s	lagom-api-circe_2.13	0.87.0	-	ba770eaa48e046a6f180164b7189dbfbbf524973
net.sc8s	lagom-api-circe_2.13	0.88.0	-	015c5d11146aeca87c1e8953779f3738ad40176d
net.sc8s	lagom-api-circe_2.13	0.89.0	-	e4e4234c658eba4d1b08ca8cdec3889b5dd7782c
net.sc8s	lagom-api-circe_2.13	0.9.0	-	d2085adcb666eebb268f318f2b26e354b0dd8a54
net.sc8s	lagom-api-circe_2.13	0.90.0	-	4796d89968b01966eb9d81f291507d7bcca5da17
net.sc8s	lagom-api-circe_2.13	0.90.1	-	ba05fc70df8cf214c1fe5a1e92ffc820650ed516
net.sc8s	lagom-api-circe_2.13	0.91.0	-	bd48987ebd2fda59e5d32479bcb0a1875a6b238e
net.sc8s	lagom-api-circe_2.13	0.92.0	-	c75c078ae8e6b850c93fe2818f19db7bd6c0a837
net.sc8s	lagom-api-circe_2.13	0.93.0	-	43142789fc51ab93d7bebcbba774b017f0f2de4b
net.sc8s	lagom-api-circe_2.13	0.94.0	-	b4fcf9d996c2dbffa0d7f31bb98556903d4ca9eb
net.sc8s	lagom-api-circe_2.13	0.95.0	-	f1f2c9d26a83007da8707d3abcaf0f5e8e26e3fb
net.sc8s	lagom-api-circe_2.13	0.96.0	-	b7616164c1d81d5ee9909fff00345bd83dc733bd
net.sc8s	lagom-api-circe_2.13	0.97.0	-	d3e161cd159ff064cef60ff1e0a7a21402785317
net.sc8s	lagom-api-circe_2.13	0.99.0	-	da0f475e76ad950bcf7152e1f4d0733288ca3873
net.sf.matrixjavalib	unitils-easymock	4.0.0	-	ea05118f9f998425c5e23382903d16800af99858
net.sf.matrixjavalib	unitils-easymock	4.0.1	-	5d78839df0257559b9ba76f0549acd91582c8c5e
net.sf.mbus4j	mbus4j-master	0.1.5	-	3ecf1c5e1691791776b3f59728826bc3b19e0b2c
net.sf.mbus4j	mbus4j-master	1.0.0	-	c25b58857057d72fa09f150f9836e475a6cdb913
net.siisise	softlib-abnf.module	1.2.3	-	af1b6e45bcff72de1dae3abe6fbf7d22bf5da560
net.siisise	softlib-abnf.module	1.2.4	-	d0d67c359f8e8c70b14a21e62bbe39ad8e537f88
net.siisise	softlib-abnf.module	1.2.5	-	4b090044ba2ec5fc8d169556fc4ba8bc678d5572
net.siisise	softlib-abnf.module	1.2.6	-	64da856ca9860774ab84421172c03c66016cc92f
net.sourceforge.jadex	jadex-kernel-base	2.0	-	ff820a2f9051490d4e3ac2db0e397214cdb3eced
net.sourceforge.jadex	jadex-kernel-base	2.0-rc10	-	0b3054e758885a5b25a53837dabab807d9ffcb68
net.sourceforge.jadex	jadex-kernel-base	2.0-rc7	-	a4684364ba5b36718170769129973d6e68e96553
net.sourceforge.jadex	jadex-kernel-base	2.0-rc8	-	5d6280951763ed1c42c003e2c6eafeabd4d2e9a7
net.sourceforge.jadex	jadex-kernel-base	2.0-rc9	-	0444efedf2dc97f5c3832a1e42ee1d0c2aa75fcd
net.sourceforge.jadex	jadex-kernel-base	2.1	-	3e6f0a1e552fdc5ca0ccd01b0f2bc24e44942554
net.sourceforge.jadex	jadex-kernel-base	2.2	-	419da8813d6c2d5800f9f40ab952fbe1871b5a73
net.sourceforge.jadex	jadex-kernel-base	2.2.1	-	c1e0766c8b79aae1e9a55d08b20c07406903637c
net.sourceforge.jadex	jadex-kernel-base	2.3	-	cb2ef132a0d8212822cb69871cf1f713ba445e5d
net.sourceforge.jadex	jadex-kernel-base	2.4	-	3f8f3535bf40a768023a03f7168a235184b17b05
net.tribe7.seeds	seeds-io	14.0.1	-	e12ba8c3b07352fd3e9ced1f027a059b83510444
net.tribe7.seeds	seeds-io	15.0	-	591b88c92991b524b7575320d770a598feb634ec
net.tribe7.seeds	seeds-io	16.0.1	-	6606012302b777ec5150122006aaa593761e9b94
net.wicp.tams	common-binlog-alone-api	3.6.13	-	3587cd74c52746a3d90cc533797b501963681e23
net.wicp.tams	common-binlog-alone-api	3.6.14	-	8736acb848bce1d92adcb0f18a543d27dff67544
net.wicp.tams	common-binlog-alone-api	3.6.15	-	76b12f902eb6c319dfaab7e90535bcc64922c60e
net.wicp.tams	common-binlog-alone-api	3.6.16	-	9a87bfde2d87586513de0b1af3e0e81e3b7728a1
net.wicp.tams	common-binlog-alone-api	3.6.18	-	81cb601ff4904d61d91a7e712267835e8fab9239
net.wicp.tams	common-binlog-alone-api	3.6.19	-	69287dce546afeb793347670b5e1fa226b65fef3
net.wicp.tams	common-binlog-alone-api	3.6.20	-	aa0c5c95ef45431a9be20e450891b6ce6565a3fd
net.wicp.tams	common-binlog-alone-api	3.6.21	-	0fb4de1f255516decd42b6a1e315a878ce18c6c9
net.wicp.tams	common-binlog-alone-api	3.6.23	-	c093ea4ecb19928b7d61e767afb65deebe3c5e9d
net.wicp.tams	common-binlog-alone-api	6.0.0	-	609ece4ef19f68c7a230eec940ca1b1bd7e9df38
net.wicp.tams	common-binlog-alone-api	6.0.1	-	b393cc45cf0833d177ef87b96019d4cf5bb6a201
net.wicp.tams	common-binlog-alone-api	6.1.0	-	df38507c0a222c4864cf9e56bde8989d60ccb9ed
net.winroad	htmldoclet4jdk7	1.1.0	-	309d22bbc4ae25802de0d6fab1cd588a41245680
net.winroad	htmldoclet4jdk7	1.1.1	-	919cdd567571e70184941b42c1bf02707fae73ac
net.winroad	htmldoclet4jdk7	1.1.2	-	0b1712c3428345010b639c1522b5dc1cbde2f2f4
net.winroad	htmldoclet4jdk7	1.2.0	-	50ecc2d8489bbf9c7e5904b463eceac08b6cf7d0
net.winroad	htmldoclet4jdk7	1.2.1	-	ff9101caf73958fba53b1148248b0df6c9442b12
net.winroad	htmldoclet4jdk7	1.2.3	-	b06c6c49f494772a92f456ac048e75b81a30a693
org.aksw.jenax	jenax-facete-vocab	4.4.0-1	-	519300c7625520aae45a69c04f3bd340140de16a
org.aksw.jenax	jenax-facete-vocab	4.4.0-2	-	3b7a89347ff9007490d887e97fce510843fd5b79
org.aksw.jenax	jenax-facete-vocab	4.8.0-1	-	ba0dc8ec610c146ec72b3f2ae0a2c88848623250
org.aksw.jenax	jenax-facete-vocab	4.8.0-2	-	b3512b6aec03004f10b1ca82bb363140e31c3365
org.aksw.jenax	jenax-facete-vocab	4.9.0-1	-	90d7ff42cd6d9dff23d9e125810e14bac97ced5e
org.aksw.jenax	jenax-facete-vocab	5.0.0-1	-	d52f14e2fb9ada5451d85fb4a7d6617d9466a869
org.aksw.jenax	jenax-facete-vocab	5.2.0-1	-	d16b22234f75ff2f31b91930c7b607d4030c5eb5
org.alloytools	pardinus.nativesat	1.3.0	-	b5c9ee7702c92db71dbd54eee4b51cfbc5a640a7
org.ansj	ansj_lucene7_plug	5.1.5	-	39ab06454fb8b86f007b4021b137c3ffa0c83198
org.ansj	ansj_lucene7_plug	5.1.5.1	-	2ba18ffc86834d30b36f4836188f91f8d43394d1
org.ansj	ansj_lucene7_plug	5.1.5.2	-	6f260a59ecfc8581bbcb095cb7b6bda9368b87a3
org.ansj	ansj_lucene7_plug	5.1.5.3	-	448eaec5101e295168cf1db9aa8a1365b106dc99
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240202	-	7db7c20bbdc8292f947248bfeb0f678adfb4e79e
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240207	-	43fb144aea571a6777604b5210c6384d19fe3668
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240218	-	25a87034f70ad1fcfe4318bea24dee22877a7269
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240222	-	2dae07d1cab6012ce0bceaa6aedff2970f27a9e2
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240223	-	fe34ad5ee2dc2c221b18abb7faa015ff3f3cbf62
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240301	-	e91a3425763cc0c231f8871373323efc3ae28b5a
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240302	-	d19671664c6710a464f5d8ce19fa39c551a9001f
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240313	-	973366833b34a894643e5703cebc4da74364913a
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240315	-	8588552c2493701b66d37fa52835a63a183c03fe
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240320	-	59b517212bee3c1f9b467ae189f003486065e050
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240321	-	93966d9fbb47d7b24cc3a8783e4c2c9e6d4431a6
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240323	-	9c632ec83046c3cf1e8f34e6d7456f80263f9040
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240325	-	29445ef50bce3a3bd2f4febd0172b4694c2a6bfb
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240327	-	99c880809f094652c32d11da357374b3c0aa281a
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240329	-	e7658446d6f3a8ae628c9635a59aa0a668ddb27d
org.anyline	anyline-data-jdbc-xugu	8.7.1-202404110	-	b2fd902c4c9b99962cac96ffda119bb03f36ef21
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240415	-	a3d9424553bbc2eaffcf806a4e3a7cf018f291a7
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240416	-	8269c8184980763c9d178c4f1c1a0852d3b137be
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240419	-	9073146d301a0544a6acfad636bcb56fcd2c5234
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240505	-	f8a61e870b8c5b38458685f4da3c6d63a6ea5895
org.anyline	anyline-data-jdbc-xugu	8.7.1-20240508	-	8e0c855020a079bc3d226e56a1410f6b5bd8239d
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk17-20240220	-	f71c5b06cd5e2c8ac8e15af411d361798cea00a1
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk17-20240221	-	8f9726bfc6f1ad7381660fcb59d0af4cb1b38ec6
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk17-20240301	-	2bfd5a8941f8f3f680acd8f8cbf757bfe35c3119
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk17-20240321	-	0e99ec455473dfde2947a806bd35c2b39b8536b9
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk17-20240329	-	eb145ba36268f58a37d65b70ad486ef0adf60362
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk17-20240415	-	54712d760477c2e60c12f4c40a9575eeee4f66ed
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk17-20240416	-	1f24a6eb0af1fd0724d5f57c8bbe46248b35d990
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk17-20240419	-	b28e60774e5b4b9e83f27e6fe660839e53f5a235
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk17-20240505	-	e73e5e2e6ba58e1047a29ab7fc0d41bd562460c0
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk17-20240508	-	9b1f149169afce175476bf1eecf389399f1fc9ce
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk21-20240221	-	a91364ee04dda60889e437bd9415c2402bd7f7f0
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk21-20240301	-	f2ed00450016df75bde45ee33bc31793fb5fe17d
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk21-20240321	-	043766f81c9cf8aa6cd2286f835bdbcaa4c83200
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk21-20240329	-	f86c0ebba3eb29ba6e538a52c5e7a495c1b8b3ce
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk21-20240412	-	42ed817e3ea28020ad2703b800fcab8422d31906
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk21-20240415	-	d34d0263984381f0e68c378a2b9c931a80d192d7
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk21-20240416	-	34150c2b76603b27334d158db4f5e636bdc90fc9
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk21-20240425	-	4d0c909e901fa2c39bf213cc826839c6e5096861
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk21-20240426	-	b9de804ebb06aac2363ab851566b900a26a6fc3c
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk21-20240505	-	c756359b4165899564b8b1c90cf522fd26acb53f
org.anyline	anyline-data-jdbc-xugu	8.7.1-jdk21-20240508	-	914c0ab3342f981c3776dbc4876588909b8ac829
org.anyline	anyline-data-jdbc-xugu	8.7.2-20240411	-	4f3226c944c85c51e972fa96a98abf8803e4f6a9
