at.released.tempfolder	tempfolder-sync-jvm	0.1		5709b2cc7007b0faa6448f8f49384e30a9a8ef2d
com.squareup.misk	misk-datadog	2025.03.03.202018-e95a931		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.03.222522-e289c95		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.04.013817-e7c2f24		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.04.163341-851b97c		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.04.210443-8fa2711		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.05.071407-f3a947b		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.05.075132-0013008		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.05.143846-6d8d0af		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.05.153222-bda057a		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.06.122225-31e6013		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.06.123030-77438e0		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.06.160140-7bca413		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.07.034245-87257e4		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.07.050352-9fc23f7		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.07.151417-f5b7317		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.07.152727-5eb2c85		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.07.185615-8827216		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.07.190552-4b62959		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.09.155609-976c894		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.10.204116-0a411b2		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.11.133852-c75fdea		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.11.192151-1de296b		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.12.030923-8adb388		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.12.140225-6e98206		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.13.040446-d2f030a		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.13.062309-09a68ee		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.13.144753-efe5f2d		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.13.184100-56ab6ab		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.14.123907-698aa2b		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.14.195250-9752697		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.17.032546-a9621e9		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.17.043734-66afc5e		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.03.17.160337-2c6953c		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.01.184033-1915641		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.01.191209-88c25ca		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.01.200928-57a263a		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.01.235859-f4b2334		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.02.124500-1ebb756		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.02.171644-7a1350f		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.02.182333-80b2694		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.02.195630-a61d550		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.02.210401-915293c		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.03.151535-b69ab0e		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.03.153131-9025605		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.04.114411-d80e5d9		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.04.132805-43bcba0		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.04.161400-1ce0b62		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.07.134512-cd5a9ea		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.07.162316-b3b11f7		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.07.195645-2d2cea0		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.08.141334-a953aa8		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.08.212004-14f1a29		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.09.202256-90dc722		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.10.155641-fdf5b6c		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.10.204955-5b7fc62		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.11.203513-d84dd5e		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.11.210459-e21afc3		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.11.221911-bd60810		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.14.012240-710e0d9		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.14.135005-fc20d69		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.14.222955-4dbd317		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.15.141348-3f9c82e		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.15.173134-e7f1549		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.15.190850-edc10ed		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.16.110632-aaa75cf		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.16.165130-c4e8d60		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.16.210958-554a97b		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.18.010200-b4024c8		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.18.205229-1494a46		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.21.131031-2bcdc66		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.21.131752-85a6014		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.21.180826-e20ccf6		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.21.223051-6bca9fd		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.22.140539-f19829d		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.22.171550-cce2982		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.22.175657-dd26d95		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.23.145440-9c0a2a6		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.27.230742-6035cb3		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.28.024311-8a5bdcc		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.28.114721-1e25179		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.28.155153-6883a61		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.28.203816-9b5ed38		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.28.231800-8fc0296		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.29.071058-3c3c9d2		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.04.30.182728-7288ba1		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.01.193640-82510a4		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.01.231241-15abcc3		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.02.170248-78d08e3		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.02.190554-0cef185		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.02.220048-fae57e8		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.02.222809-f712db2		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.05.145425-c327194		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.05.153412-60aa451		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.05.192009-3b29aa5		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.06.132950-738ccb1		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.06.160528-ae61202		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.06.174739-4bf5568		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.07.021127-b2a4d11		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.07.150211-129b52d		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.07.163015-36c5fd5		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.07.175734-9a2b69c		bf40044cb4d9f01d5a3bc2ff192b61d369e8cc2f
com.squareup.misk	misk-datadog	2025.05.07.212523-266231f		13b18ee740388b3469d037bc0620316263e55a1b
com.squareup.misk	misk-datadog	2025.05.08.192753-98ced47		13b18ee740388b3469d037bc0620316263e55a1b
com.squareup.misk	misk-datadog	2025.05.08.201840-de6826b		13b18ee740388b3469d037bc0620316263e55a1b
com.squareup.misk	misk-datadog	2025.05.09.100938-c05fed2		13b18ee740388b3469d037bc0620316263e55a1b
com.squareup.misk	misk-datadog	2025.05.09.142831-306a2e9		13b18ee740388b3469d037bc0620316263e55a1b
com.squareup.misk	misk-datadog	2025.05.09.191522-295ad47		13b18ee740388b3469d037bc0620316263e55a1b
com.squareup.misk	misk-datadog	2025.05.09.220158-c596073		13b18ee740388b3469d037bc0620316263e55a1b
com.squareup.misk	misk-datadog	2025.05.11.033149-486251d		13b18ee740388b3469d037bc0620316263e55a1b
com.squareup.misk	misk-datadog	2025.05.12.134151-fe3b2a9		13b18ee740388b3469d037bc0620316263e55a1b
com.squareup.misk	misk-datadog	2025.05.14.004032-102a042		13b18ee740388b3469d037bc0620316263e55a1b
com.squareup.misk	misk-datadog	2025.05.14.171253-56b3b95		13b18ee740388b3469d037bc0620316263e55a1b
com.squareup.misk	misk-datadog	2025.05.14.204930-c18856f		13b18ee740388b3469d037bc0620316263e55a1b
com.squareup.misk	misk-datadog	2025.05.14.225818-a959497		13b18ee740388b3469d037bc0620316263e55a1b
com.tencent.polaris	dubbo-router-middle	0.1.0		599c9ce2975eb9a3ae9804da6efdd48619ea6c9c
com.tencent.polaris	dubbo-router-middle	0.1.1		6058cd17791319951b934ac3184b29e2a2b01917
com.tencent.polaris	dubbo-router-middle	0.1.2		81ee6eb16db01b4fe5c2c76b48854c44983842a5
com.tencent.polaris	dubbo-router-middle	0.1.3		0d4150bcea481863d39dd00c5bad16e5f0dfdb7c
com.tencent.polaris	dubbo-router-middle	0.2.0		22636dc3a7dd8565ac74e548d8aa535c215bc9b7
com.tencent.polaris	dubbo-router-middle	0.2.1		e2a666dc8591e91ae407e5fd3477d3daa0206c06
com.thoughtworks.zerocost	liftio_2.12	1.0.0-M0		1b89451ea81f1eb74fed64c4bcd1c7dced0eb36e
com.woorea	openstack-examples	3.0.0		0586dfb3dd3600956a4c5d47ceaf82f48cc929c9
com.woorea	openstack-examples	3.0.2		8523f12b307ad11a907e81aa982274dcfe8d654d
com.woorea	openstack-examples	3.0.3		d9ac98df48b32b10fc2208d60ba07ca07aab9a91
com.woorea	openstack-examples	3.0.4		83074f2383a8d45cec203f63ec9f728310418375
com.woorea	openstack-examples	3.0.5		769c638504ce9998c15ce11678dd9865b02bec23
com.woorea	openstack-examples	3.0.6		339be2e227bc750478bb0156c7032286ac0f6f16
com.woorea	openstack-examples	3.1.1		e86fe978688c8d5df972b6d39533ec69a1b5b7bf
com.woorea	openstack-examples	3.1.2		2b60c05f1f7f9a5154e519ed00432762da1f7e76
com.woorea	openstack-examples	3.1.3		98580a0c29bcb45e485ecd053c86d30582a940da
com.woorea	openstack-examples	3.2.1		d98c6709da4f31647a54296407bd9a587ef43d4b
com.woorea	openstack-examples	3.2.3		785dd43d99bb12daa874ea5f6aad320434690c3c
com.woorea	openstack-examples	3.2.4		fc312b746c5465ab1429eee5963fd2f7fca6fed2
com.woorea	openstack-examples	3.2.5		59b026267397854f32c243250017c485ff2de307
com.woorea	openstack-examples	3.2.6		be2dd111731622511cd7ab5936847c0169749da6
com.woorea	openstack-examples	3.2.7		60fb977cddc84c341a481d6ed3a7f86133c56f5d
com.woorea	openstack-examples	3.2.8		c3869b428f746efd463610814cf6c15b024b2c25
com.woorea	openstack-examples	3.2.9		4b8c30ed48318d806f21d262b15b61a2ded105ae
dev.galasa	dev.galasa.framework.api	0.10.0		a187eb570bbdd51d09078e7e697406498f73c974
dev.galasa	dev.galasa.framework.api	0.11.0		5ea65fb2daf57e658ddbb2f8bdc035ff49f941e1
dev.galasa	dev.galasa.framework.api	0.12.0		1716f20d8c2cb181fedba97c58c5070b324f65ba
dev.galasa	dev.galasa.framework.api	0.13.0		a5f48b4fb5a0d7634ec7f748d2b783512d4e4ed7
dev.galasa	dev.galasa.framework.api	0.14.0		972cb5483a0b4b6b4b97a796070e71bc226db601
dev.galasa	dev.galasa.framework.api	0.15.0		248db7f0795b08fd04b548685f1df89abc1579af
dev.galasa	dev.galasa.framework.api	0.18.0		fdedc92afa0423bcd17779945eda5a415582c70d
dev.galasa	dev.galasa.framework.api	0.21.0		5a78272fe88b516cc56e94d199af84de0463a28b
dev.galasa	dev.galasa.framework.api	0.25.0		773d6460af013ce4291cd660f8b721535fc78a3c
dev.galasa	dev.galasa.framework.api	0.27.0		744bf2b998ec0e3902a43f0c17329cc29d3f4ea7
dev.galasa	dev.galasa.framework.api	0.34.0		b60f160fe91a82e91d7a70896f70e033cf6a1b1d
dev.galasa	dev.galasa.framework.api	0.36.0		2bb22264da06e2293920776a53c0f0181ed7d316
dev.galasa	dev.galasa.framework.api	0.38.0		ea70eab8e764cbc75f483047ea7ebbab6f44a440
dev.galasa	dev.galasa.framework.api	0.39.0		b3938a44ae600acf808c33b69f98bc17dac80447
dev.galasa	dev.galasa.framework.api	0.40.0		89802e90b7787d6ee804390e6c5fb08092b6af09
dev.galasa	dev.galasa.framework.api	0.41.0		a792ca841c5910912d26da3b575724d95150e8bb
dev.galasa	dev.galasa.framework.api	0.5.0		42003252217072982c3b07e56512c568c10ace8b
dev.galasa	dev.galasa.framework.api	0.6.0		d427b57aee25fc2d4e90bc14837d081a3d674529
dev.galasa	dev.galasa.framework.api	0.7.0		829ca4c34f6e99baf9815a9ff8d9393122dd1821
dev.galasa	dev.galasa.framework.api	0.8.0		5208e2cb5b4e8419fd620d72939635f55b97466f
dev.galasa	dev.galasa.framework.api	0.9.0		9cf6b9632f669afb4e3fa00a93f5c2cff89e6142
dev.petuska	klip-core-jvm	0.0.1		21ba2676fda0bd3b8aab69b223404bce4203c80b
dev.petuska	klip-core-jvm	0.2.1		c1ef00601795588861c0552102bf3715e6f6aded
dev.petuska	klip-core-jvm	0.2.2		a768c17dc7bdfe77cd1e60ccb016eadd3154dbd0
dev.petuska	klip-core-jvm	0.3.0		7f8adb741495470b8f2ed71a9223ea1df81bcc63
dev.petuska	klip-core-jvm	0.4.0		878df372566a4bda5844cbcf39b3e7e28c3e6b95
dev.petuska	klip-core-jvm	0.4.1		bab794ec7aa385eb616745946c663152494a6ed3
eu.toop	toop-message-exchange	0.10.0		f7deeed6a42ecc616487a5e1f542fb9526ba4290
eu.toop	toop-message-exchange	0.10.1		6a4b3a74a5242b6aee574faf2c1eeffefa6e41a9
eu.toop	toop-message-exchange	0.10.2		b33930879ebddd51599e35e9acb49f5a9796af7c
eu.toop	toop-message-exchange	0.10.3		ce96b6a8dc3fcfb7fb0c4fe4fdef6c4ac39c1d14
eu.toop	toop-message-exchange	0.10.4		c230d65e52fcd0c1366be296acd59e3a0927b8f0
eu.toop	toop-message-exchange	0.10.5		bafdc809f4e92a085df060e0447f705b5135e6c5
eu.toop	toop-message-exchange	0.9.0		61f3e8a887de878969fb50be57d20d85b3b2f692
eu.toop	toop-message-exchange	0.9.1		aa7fd07e14af065d0d443e1f309f9719ff3dc045
eu.toop	toop-message-exchange	0.9.2		e8cc0d34abb37fd074ef63c7362e4f043d02ed0d
eu.toop	toop-message-exchange	0.9.3		0ac214493e52a6ad4909d2f128420546663acd05
io.bootique.mvc	bootique-mvc-jakarta	3.0-M3		ee5439d0deea03581d3f19728bac3f502147499d
io.bootique.mvc	bootique-mvc-jakarta	3.0-M4		725cb0eebe3e8f985e6a6bfe63aac83fd7019ae1
io.bootique.mvc	bootique-mvc-jakarta	3.0-M5		489efea36594975044fb2a8135eef45372e42b20
io.bootique.mvc	bootique-mvc-jakarta	3.0-M6		5491f7ba326f8b77efa7403149e75d1f5d51401c
io.bootique.mvc	bootique-mvc-jakarta	3.0-RC1		57bb53027a3519aa6a2a039d1fbb0ab6b4c1fd52
io.bootique.mvc	bootique-mvc-jakarta	3.0.M1		41d474d15e97b8e5a60577a20d62d3d3da664a6e
io.bootique.mvc	bootique-mvc-jakarta	3.0.M2		c3043f4ddddc85894a0255de400c92b27a22b9b5
io.crashbox	commando_sjs0.6_2.11	0.1.0		afb6334d282e2230391f49d9b123b80e1b7f67cc
io.crashbox	commando_sjs0.6_2.11	0.1.1		26cd6aa23a198351d1a72186a36b17dc04014826
io.crashbox	commando_sjs0.6_2.11	0.1.2		f3fd45e319b9629034a0b72c4b45b4eac2df9e0c
io.github.ckenergy	jacocox-core	1.0.7		41ef813528cf238e5d81cecfeb0abfad7d658819
io.github.ckenergy	jacocox-core	1.0.9		27458c8f846657fc1d29fb564ae200fa2aa30aaf
io.github.ckenergy	jacocox-core	1.1.0		5f544ca985633d06d7ec9471ce29e574f3407021
io.github.google-ai-edge	litert-gpu	0.1.0		N/A
io.github.jmseb3	capturable-android	1.0.0		N/A
io.github.jmseb3	capturable-android	1.0.1-SNPASHOT		N/A
io.github.jmseb3	capturable-android	1.1.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.10.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.10.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.11.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.11.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.11.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.12.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.12.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.12.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.12.3		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.5.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.5.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.5.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.6.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.6.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.6.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.6.3		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.6.4		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.6.5		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.6.6		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.7.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.8.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.8.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.8.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.9.0		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.9.1		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.9.2		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.9.3		N/A
io.github.kalinjul.kotlin.multiplatform	oidc-okhttp4-android	0.9.4		N/A
io.github.lizhian	user-center-interfaces	2.7.2023.1		ed608e4853e995d7b093b99543136e439a9efd09
io.github.medyo	android-about-page	2.0.0		N/A
io.github.mflisar.composechangelog	statesaver-kotpreferences	0.5.0-test04		2915c51601f953ad18a70c5fd2c6f171f81aedac
io.github.mflisar.composechangelog	statesaver-kotpreferences	0.5.0-test05		2915c51601f953ad18a70c5fd2c6f171f81aedac
io.github.mflisar.composechangelog	statesaver-kotpreferences	0.5.0-test06		cf218db9db769bcfd827550f3025c3868cb1346a
io.github.mflisar.composechangelog	statesaver-kotpreferences	0.5.0-test07		cf218db9db769bcfd827550f3025c3868cb1346a
io.github.mflisar.composechangelog	statesaver-kotpreferences	0.5.0-test08		cf218db9db769bcfd827550f3025c3868cb1346a
io.github.mflisar.composechangelog	statesaver-kotpreferences	0.5.0-test09		cf218db9db769bcfd827550f3025c3868cb1346a
io.github.mflisar.composechangelog	statesaver-kotpreferences	0.5.0-test10		cf218db9db769bcfd827550f3025c3868cb1346a
io.github.mflisar.composechangelog	statesaver-kotpreferences	0.5.0-test11		cf218db9db769bcfd827550f3025c3868cb1346a
io.github.mflisar.composechangelog	statesaver-kotpreferences	0.5.0-test12		cf218db9db769bcfd827550f3025c3868cb1346a
io.github.mflisar.composechangelog	statesaver-kotpreferences	0.5.0-test13		cf218db9db769bcfd827550f3025c3868cb1346a
io.github.mflisar.composechangelog	statesaver-kotpreferences	0.5.0-test14		cf218db9db769bcfd827550f3025c3868cb1346a
io.github.mflisar.composechangelog	statesaver-kotpreferences	1.0.0		425b0e2866b46aed05c5100259a74183de6b67d2
io.github.mflisar.composechangelog	statesaver-kotpreferences	1.0.1-test06		425b0e2866b46aed05c5100259a74183de6b67d2
io.github.mflisar.composechangelog	statesaver-kotpreferences	1.0.1.test07		425b0e2866b46aed05c5100259a74183de6b67d2
io.github.mflisar.composechangelog	statesaver-kotpreferences	2.0.0-alpha02		425b0e2866b46aed05c5100259a74183de6b67d2
io.github.mflisar.composechangelog	statesaver-kotpreferences	2.0.0-alpha04		425b0e2866b46aed05c5100259a74183de6b67d2
